coc_id,year,cells_observed,cells_yes,crim_activity_index,engaged_policymakers_crim,engaged_law_enforce_crim,implemented_anticrim_practice,1a_1a,1a_1b,1a_2,1a_3,1a_4,1b_1_1_meetings,1b_1_1_voted,1b_1_1_ces,1b_1_2_meetings,1b_1_2_voted,1b_1_2_ces,1b_1_3_meetings,1b_1_3_voted,1b_1_3_ces,1b_1_4_meetings,1b_1_4_voted,1b_1_4_ces,1b_1_5_meetings,1b_1_5_voted,1b_1_5_ces,1b_1_6_meetings,1b_1_6_voted,1b_1_6_ces,1b_1_7_meetings,1b_1_7_voted,1b_1_7_ces,1b_1_8_meetings,1b_1_8_voted,1b_1_8_ces,1b_1_9_meetings,1b_1_9_voted,1b_1_9_ces,1b_1_10_meetings,1b_1_10_voted,1b_1_10_ces,1b_1_11_meetings,1b_1_11_voted,1b_1_11_ces,1b_1_12_meetings,1b_1_12_voted,1b_1_12_ces,1b_1_13_meetings,1b_1_13_voted,1b_1_13_ces,1b_1_14_meetings,1b_1_14_voted,1b_1_14_ces,1b_1_15_meetings,1b_1_15_voted,1b_1_15_ces,1b_1_16_meetings,1b_1_16_voted,1b_1_16_ces,1b_1_17_meetings,1b_1_17_voted,1b_1_17_ces,1b_1_18_meetings,1b_1_18_voted,1b_1_18_ces,1b_1_19_meetings,1b_1_19_voted,1b_1_19_ces,1b_1_20_meetings,1b_1_20_voted,1b_1_20_ces,1b_1_21_meetings,1b_1_21_voted,1b_1_21_ces,1b_1_22_meetings,1b_1_22_voted,1b_1_22_ces,1b_1_23_meetings,1b_1_23_voted,1b_1_23_ces,1b_1_24_meetings,1b_1_24_voted,1b_1_24_ces,1b_1_25_meetings,1b_1_25_voted,1b_1_25_ces,1b_1_26_meetings,1b_1_26_voted,1b_1_26_ces,1b_1_27_meetings,1b_1_27_voted,1b_1_27_ces,1b_1_28_meetings,1b_1_28_voted,1b_1_28_ces,1b_1_29_meetings,1b_1_29_voted,1b_1_29_ces,1b_1_30_meetings,1b_1_30_voted,1b_1_30_ces,1b_1_31_meetings,1b_1_31_voted,1b_1_31_ces,1b_1_32_meetings,1b_1_32_voted,1b_1_32_ces,1b_1_33_meetings,1b_1_33_voted,1b_1_33_ces,1c_1_1,1c_1_2,1c_1_3,1c_1_4,1c_1_5,1c_1_6,1c_1_7,1c_1_8,1c_1_9,1c_1_10,1c_1_11,1c_1_12,1c_1_13,1c_1_14,1c_1_15,1c_1_16,1c_1_17,1c_3_1,1c_3_2,1c_3_3,1c_3_4,1c_3_5,1c_4_1,1c_4_2,1c_4_3,1c_4_4,1c_4c_1_mou,1c_4c_1_oth,1c_4c_2_mou,1c_4c_2_oth,1c_4c_3_mou,1c_4c_3_oth,1c_4c_4_mou,1c_4c_4_oth,1c_4c_5_mou,1c_4c_5_oth,1c_4c_6_mou,1c_4c_6_oth,1c_4c_7_mou,1c_4c_7_oth,1c_4c_8_mou,1c_4c_8_oth,1c_4c_9_mou,1c_4c_9_oth,1c_7_pha_name_1,1c_7_ph_hhm_1,1c_7_ph_limit_hhm_1,1c_7_psh_1,1c_7_pha_name_2,1c_7_ph_hhm_2,1c_7_ph_limit_hhm_2,1c_7_psh_2,1c_7b_1,1c_7b_2,1c_7b_3,1c_7b_4,1c_7c_1,1c_7c_2,1c_7c_3,1c_7c_4,1c_7c_5,1c_7c_6,1c_7c_7,1c_7d_1,1c_7e,1d_1_1,1d_1_2,1d_1_3,1d_1_4,1d_2_1,1d_2_2,1d_2_3,1d_4_1_policymakers,1d_4_1_prevent_crim,1d_4_2_policymakers,1d_4_2_prevent_crim,1d_4_3_policymakers,1d_4_3_prevent_crim,1d_5_hmis,1d_5_2023,1d_5_2024,1d_6_1,1d_6_2,1d_6_3,1d_6_4,1d_6_5,1d_9_2,1d_10a_1_years,1d_10a_1_unsheltered,1d_10a_2_years,1d_10a_2_unsheltered,1d_10a_3_years,1d_10a_3_unsheltered,1e_1_1,1e_2_1,1e_2_2,1e_2_3,1e_2_4,1e_2_5,1e_2a_1,1e_2a_2,1e_2a_3,1e_4a,1e_5_1,1e_5_2,1e_5a,1e_5b,1e_5c,1e_5d,2a_1,2a_2,2a_3,2a_5_1_non_vsp,2a_5_1_vsp,2a_5_1_hmis,2a_5_1_coverage,2a_5_3_non_vsp,2a_5_3_vsp,2a_5_3_hmis,2a_5_3_coverage,2a_5_4_non_vsp,2a_5_4_vsp,2a_5_4_hmis,2a_5_4_coverage,2a_5_5_non_vsp,2a_5_5_vsp,2a_5_5_hmis,2a_5_5_coverage,2a_5_6_non_vsp,2a_5_6_vsp,2a_5_6_hmis,2a_5_6_coverage,2a_6,2b_1,2b_2,3a_1,3a_2,3c_1,4a_1
CO-504,2023,6,6,1.0,1,1,1,CO-504,Colorado Springs/El Paso County CoC,Community Health Partnership,CA,Community Health Partnership,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Nonexistent,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,"Department of Local Affairs, Division of Housing",39%,Yes,Yes,Colorado Springs Housing Authority,31%,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,11.0,11.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,HIC,170,120,Yes,Yes,Yes,Yes,Yes,09/27/2023,76,35,8,3,7,4,08/23/2023,Yes,Yes,Yes,Yes,Yes,105,8,PH-PSH,Yes,,,09/13/2023,Yes,09/25/2023,09/27/2023,Services,Statewide,04/27/2023,855,43,800,0.9852,475,0,88,0.1853,120,0,120,1.0,489,0,194,0.3967,392,0,392,1.0,Yes,01/22/2023,04/27/2023,Yes,Yes,No,Yes
CO-504,2024,6,4,0.667,1,1,1,CO-504,Colorado Springs/El Paso County CoC,Community Health Partnership,CA,Community Health Partnership,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Nonexistent,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,"Department of Local Affairs, Division of Housing",40%,Yes,Yes,Colorado Springs Housing Authority,31%,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,9.0,8.0,0.89,Yes,Yes,Yes,No,Yes,No,HIC,120,110,Yes,Yes,Yes,Yes,Yes,01/31/2023,78,35,8,3,7,4,08/09/2024,Yes,Yes,Yes,Yes,Yes,50,8,PH-PSH,Yes,No,No,10/10/2024,Yes,10/27/2024,10/29/2024,Bitfocus Clarity,Statewide,05/31/2024,555,27,571,0.9811,402,0,120,0.2985,110,0,110,1.0,577,0,280,0.4853,441,0,441,1.0,No,01/21/2024,05/31/2024,Yes,Yes,No,Yes
CO-505,2024,6,6,1.0,1,1,1,CO-505,"Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",United Way of Weld County,CA,Homeward Alliance,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Nonexistent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Housing Catalyst,46%,Yes,Yes,"CO Department of Local Affairs, Division of Housing",40%,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,,Yes,Yes,Yes,Yes,8.0,8.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,HIC,249,244,Yes,Yes,Yes,Yes,Yes,07/01/2024,24,6,24,6,2,1,08/05/2024,Yes,Yes,Yes,Yes,Yes,60,8,PH-PSH,Yes,Yes,Yes,10/29/2024,Yes,10/27/2024,10/28/2024,Bitfocus Clarity,Statewide,05/10/2024,321,92,395,0.9564,129,0,0,0.4109,179,65,244,1.0,604,0,311,0.5149,28,0,28,1.0,Yes,01/30/2024,05/10/2024,Yes,Yes,No,No
CT-503,2022,,,,,,,CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",United Way of Coastal Fairfield County,CA,United Way of Coastal Fairfield County,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,No,Yes,No,No,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,,,,,,,,,,Yes,Yes,Yes,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/17/2022,,,,,,,,,,,,,,,,,,,,,,10/17/2022,10/17/2022,No,,,
CT-503,2023,6,5,0.833,1,1,1,CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC","Supportive Housing Works, Inc.",CA,The Housing Collective,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,"Park City Communities (Bridgeport, CT PHA)",67%,Yes,Yes,CT Department of Housing PHA,29%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,35.0,35.0,1.0,Yes,Yes,Yes,No,Yes,Yes,HIC,377,325,Yes,Yes,Yes,Yes,Yes,09/28/2023,2,1,5,2,1,1,08/08/2023,Yes,Yes,Yes,Yes,Yes,100,30,PH-PSH,,Yes,Yes,09/13/2023,Yes,09/28/2023,09/26/2023,CaseWorthy,Statewide,04/18/2023,434,62,434,1.1667,116,0,116,1.0,325,122,325,1.601,1997,14,1962,0.9894,189,0,0,0.0,Yes,01/24/2023,04/18/2023,Yes,Yes,No,Yes
CT-503,2024,6,5,0.833,1,1,1,CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",The Housing Collective,CA,The Housing Collective,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Housing Authority of the City of Bridgeport (DBA as,68%,Yes,Yes,CT Department of Housing - CT's statewide PHA,61%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,50.0,50.0,1.0,No,Yes,Yes,Yes,Yes,Yes,HIC,325,321,Yes,Yes,Yes,Yes,Yes,09/02/2024,4,1,3,1,2,0,08/09/2024,Yes,Yes,Yes,Yes,Yes,100,36,PH-PSH,No,No,Yes,10/15/2024,Yes,10/28/2024,10/28/2024,CaseWorthy,Statewide,05/09/2024,336,82,418,1.0,114,0,114,1.0,197,124,321,1.0,2012,14,1883,0.9294,12,0,12,1.0,Yes,01/23/2024,05/02/2024,Yes,Yes,No,Yes
CT-505,2022,,,,,,,CT-505,Connecticut Balance of State CoC,Connecticut Department of Mental Health and Addiction Services,CA,Connecticut Coalition to End Homelessness,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,,,,,,,,,,Yes,Yes,Yes,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/13/2022,,,,,,,,,,,,,,,,,,,,,,10/13/2022,10/13/2022,No,,,
CT-505,2023,6,3,0.5,1,1,0,CT-505,Connecticut Balance of State CoC,Connecticut Department of Mental Health and Addiction Services,CA,Connecticut Coalition to End Homelessness,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,CT Department of Housing,59%,Yes,Yes,Housing Authority of the City of Hartford,23%,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,113.0,113.0,1.0,Yes,No,Yes,No,Yes,No,,,,Yes,Yes,Yes,Yes,Yes,09/26/2023,53,36,23,36,8,4,04/14/2023,Yes,Yes,Yes,Yes,Yes,100,104,PH-PSH,No,,,09/07/2023,Yes,09/22/2023,09/26/2023,CaseWorthy,Statewide,04/21/2023,1540,227,1289,0.9817,321,65,228,0.8906,1129,389,733,0.9905,5398,75,4205,0.79,646,0,0,0.0,No,01/24/2023,04/21/2023,Yes,Yes,No,Yes
CT-505,2024,6,6,1.0,1,1,1,CT-505,Connecticut Balance of State CoC,Connecticut Department of Mental Health and Addiction Services,CA,Connecticut Coalition to End Homelessness,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,CT Department of Housing,61%,Yes,Yes,Housing Authority of the City of Hartford,39%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,105.0,105.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,06/10/2024,60,36,23,17,11,6,02/28/2024,Yes,Yes,Yes,Yes,Yes,100,90,PH-PSH,No,,,10/07/2024,Yes,,10/21/2024,CaseWorthy,Statewide,05/09/2024,1570,53,1596,0.9828,242,66,280,0.9091,663,486,1149,1.0,5542,75,4417,0.7864,43,0,22,0.5116,No,01/23/2024,05/09/2024,Yes,Yes,No,Yes
DC-500,2024,6,6,1.0,1,1,1,DC-500,District of Columbia CoC,The Community Partnership for the Prevention of Homelessness,CA,The Community Partnership for the Prevention of Ho,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Nonexistent,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,DC Public Housing Authority (DCHA),17%,Yes,No,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,47.0,47.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,05/15/2024,15,5,15,5,15,5,08/27/2024,Yes,Yes,Yes,Yes,Yes,100,38,PH-PSH,No,Yes,No,10/15/2024,Yes,10/22/2024,10/28/2024,Wellsky,Single CoC,05/10/2024,3344,161,3178,0.9067,1466,227,1322,0.7809,10021,135,10156,1.0,11856,0,11763,0.992,5842,0,5819,0.996,Yes,01/24/2024,05/31/2024,Yes,Yes,No,Yes
DE-500,2022,6,2,0.333,1,0,1,DE-500,Delaware Statewide CoC,"Housing Alliance Delaware, Inc.",CA,"Housing Alliance Delaware, Inc.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,New Castle County,3%,No,No,City of Wilmington,0%,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,27.0,27.0,1.0,Yes,Yes,No,No,No,No,HMIS,290,300,Yes,Yes,Yes,Yes,Yes,11/16/2022,3,1,3,1,0,0,08/03/2022,Yes,Yes,Yes,Yes,Yes,100,27,PH-PSH,No,Yes,Yes,09/15/2022,Yes,09/28/2022,09/28/2022,Wellsky,Statewide,04/29/2022,987,70,723,0.7884,430,0,302,0.7023,300,17,283,1.0,628,0,420,0.6688,45,0,45,1.0,Yes,02/23/2022,04/29/2022,Yes,No,No,No
DE-500,2023,6,2,0.333,1,0,1,DE-500,Delaware Statewide CoC,"Housing Alliance Delaware, Inc.",CA,"Housing Alliance Delaware, Inc.",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Wilmington Housing Authority,0%,Yes,No,New Castle County Housing Authority,7%,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,26.0,26.0,1.0,Yes,Yes,No,No,No,No,HMIS,367,400,Yes,Yes,Yes,Yes,Yes,09/28/2023,2,1,2,1,0,0,08/09/2023,Yes,Yes,Yes,Yes,Yes,100,26,PH-PSH,No,Yes,No,09/06/2023,Yes,09/25/2023,09/25/2023,Wellsky,Statewide,04/27/2023,943,28,713,0.7792,374,0,274,0.7326,226,37,189,1.0,739,0,739,1.0,351,0,351,1.0,Yes,01/25/2023,04/27/2023,No,Yes,No,No
